seli,ucsur,&#xF1957;
selo,ucsur,&#xF1958;
seme,ucsur,&#xF1959;
sewi,ucsur,&#xF195a;,&#xF198C;,&#xF198C;9
sijelo,ucsur,&#xF195b;
sike,ucsur,&#xF195c;
sin,ucsur,&#xF195d;
sina,ucsur,&#xF195e;
sinpin,ucsur,&#xF195f;
sitelen,ucsur,&#xF1960;,&#xF1960;2,&#xF1960;29
sona,ucsur,&#xF1961;
soweli,ucsur,&#xF1962;
suli,ucsur,&#xF1963;
suno,ucsur,&#xF1964;,&#xF1964;1
supa,ucsur,&#xF1965;
suwi,ucsur,&#xF1966;
tan,ucsur,&#xF1967;
taso,ucsur,&#xF1968;
tawa,ucsur,&#xF1969;
telo,ucsur,&#xF196a;
tenpo,ucsur,&#xF196b;,&#xF196b;1
toki,ucsur,&#xF196c;
tomo,ucsur,&#xF196d;
tu,ucsur,&#xF196e;
unpa,ucsur,&#xF196f;,&#xF196f;1
uta,ucsur,&#xF1970;
utala,ucsur,&#xF1971;
walo,ucsur,&#xF1972;
wan,ucsur,&#xF1973;
waso,ucsur,&#xF1974;
wawa,ucsur,&#xF1975;
weka,ucsur,&#xF1976;
wile,ucsur,&#xF1977;,&#xF1977;1,&#xF1977;2,&#xF1977;29
epiku,ucsur,&#xF1983;,&#xF1983;9
kokosila,ucsur,&#xF1984;,&#xF1984;9
jasima,ucsur,&#xF197f;,&#xF197f;9
kijetesantakalu,ucsur,&#xF1980;,&#xF1980;9
kin,ucsur,&#xF1979;
kipisi,ucsur,&#xF197b;,&#xF197b;1,&#xF197b;9
ku,ucsur,&#xF1988;
lanpan,ucsur,&#xF1985;,&#xF1985;9
leko,ucsur,&#xF197c;,&#xF197c;9
meso,ucsur,&#xF1982;,&#xF1982;9
misikeke,ucsur,&#xF1987;,&#xF1987;9
monsuta,ucsur,&#xF197d;,&#xF197d;9
n,ucsur,&#xF1986;,&#xF1986;&zwj;&#xF1986;&zwj;&#xF1986,&#xF1986;&zwj;&#xF1986;,&#xF1986;4
namako,ucsur,&#xF1978;
oko,ucsur,&#xF197a;
soko,ucsur,&#xF1981;,&#xF1981;2
tonsi,ucsur,&#xF197e;
majuna,ucsur,&#xF19a2;,&#xF19a2;9
cartouche open,ucsur,&#xf1990;
cartouche end,ucsur,&#xf1991;
cartouche extension,ucsur,&#xf1992;
cartouche interpunct,ucsur,&#xf199c;
cartouche colon,ucsur,&#xf199d;;
isipin,ucsur,&#xF19A7;,&#xF19A7;9,&#xF19A7;2,&#xF19A7;29
kamalawala,ucsur,&#xF19A8;,&#xF19A8;9
kapesi,ucsur,&#xF19A9;,&#xF19A9;9,&#xF19A9;2,&#xF19A9;29
melome,ucsur,&#xF19AA;,&#xF19AA;9
mijomi,ucsur,&#xF19AB;,&#xF19AB;9
misa,ucsur,&#xF19AC;,&#xF19AC;9
nimisin,ucsur,&#xF19AD;,&#xF19AD;9
nja,ucsur,&#xF19AE;,&#xF19AE;9
oke,ucsur,&#xF19AF;,&#xF19AF;9
omekapo,ucsur,&#xF19B0;,&#xF19B0;9
puwa,ucsur,&#xF19B1;,&#xF19B1;9
san,ucsur,&#xF19B2;,&#xF19B2;9
taki,ucsur,&#xF19B3;,&#xF19B3;9
unu,ucsur,&#xF19B6;,&#xF19B6;9
usawi,ucsur,&#xF19B7;,&#xF19B7;9,&#xF19B7;2,&#xF19B7;29
wa,ucsur,&#xF19B8;,&#xF19B8;9
wuwojiti,ucsur,&#xF19B9;,&#xF19B9;9,&#xF19B9;92
yupekosi,ucsur,&#xF19BA;,&#xF19BA;9
cartouche tally marks,ucsur,&#xf1990;&#xf199E;&#xf199E;&#xf199E;&#xf199E;&#xf199E;&#xf1991;
linluwi,ucsur,&#xF19A4;,&#xF19A4;9
apeja,ucsur,&#xF19A1;,&#xF19A1;1,&#xF19A1;9
pake,ucsur,&#xF19A0;,&#xF19A0;9
kiki,ucsur,&#xF19A5;,&#xF19A5;9
su,ucsur,&#xF19A6;,&#xF19A6;9
arrow radical,ucsur,&#xF1C80;
arrowhead radical,ucsur,&#xF1C81;
leftwards or downwards<br>arrowhead radical,ucsur,&#xF1C82;
upwards or rightwards<br>arrowhead radical,ucsur,&#xF1C83;
closed box radical,ucsur,&#xF1C84;
open box radical,ucsur,&#xF1C85;
left open box radical,ucsur,&#xF1C86;
right open box radical,ucsur,&#xF1C87;
circle radical,ucsur,&#xF1C88;
semicircle radical,ucsur,&#xF1C89;
cross radical,ucsur,&#xF1C8A;
dot radical,ucsur,&#xF1C8B;
double dot radical,ucsur,&#xF1C8C;
emitters radical,ucsur,&#xF1C8D;
box or crosshair radical,ucsur,&#xF1C8E;
hammer radical,ucsur,&#xF1C8F;
hand radical,ucsur,&#xF1C90;
pointing hand radical,ucsur,&#xF1C91;
heart radical,ucsur,&#xF1C92;
frowning mouth radical,ucsur,&#xF1C93;
smiling mouth radical,ucsur,&#xF1C94;
open mouth radical,ucsur,&#xF1C95;
open triangle radical,ucsur,&#xF1C96;
closed triangle radical,ucsur,&#xF1C97;
wavy line radical,ucsur,&#xF1C98;
vertical line radical,ucsur,&#xF1C99;
horizontal line radical,ucsur,&#xF1C9A;
exclamation line radical,ucsur,&#xF1C9B;
comma radical,ucsur,&#xF1C9C;
soto,,LsotoL,LsotoL9
teje,,LtejeL,LtejeL9
penpo,,LpenpoL,LpenpoL9
jule,,LjuleL,LjuleL9
ete,,LeteL,LeteL2,LeteL9
pokasi,,LpokasiL,LpokasiL9
owe,,LoweL,LoweL9
me,,LmeL,LmeL9
pamo,,Lpamo,LpamoL9
iki,,LikiL
kan,,LkanL
pata,,LpataL
po,,LpoL
kapa,,LkapaL,LkapaL2
tuli,,tulia2
